date;Conductivity;Temperature;Pressure;Temperature;Dissolved O₂ concentration;PAR;pH;Unknown;Unknown;Unknown;Sea pressure;Depth;Salinity;Speed of sound;Specific conductivity;Dissolved O₂ saturation;Density anomaly
2024-01-30 08:51:01,500;0,00109760486520827;8,8250732421875;10,258716583252;9,26609992980957;371,043731689453;68,2239227294922;-3,47232913970947;0,231000006198883;4,8435001373291;1,01304996013641;0,126216888427734;0,125187620520592;0,00461519416421652;1442,55456542969;1,58829426765442;102,330421447754;-0,199673927476056
2024-01-30 08:51:02,000;0,000983155914582312;8,822998046875;10,2562341690063;9,26609992980957;371,043792724609;68,6515274047852;-2,75064849853516;0,251000016927719;4,83600044250488;1,01234996318817;0,123734474182129;0,122725456953049;0,00457312446087599;1442,54602050781;1,42276191711426;102,325286865234;-0,199569577318584
2024-01-30 08:51:02,500;0,00168269441928715;8,81546020507813;10,2562732696533;9,25899982452393;372,562927246094;68,8279342651367;-3,08609890937805;0,236000016331673;4,82250022888184;1,01294994354248;0,123773574829102;0,122764237225056;0,00484458077698946;1442,51550292969;2,43559789657593;102,725738525391;-0,198810908852238
2024-01-30 08:51:03,000;0,00138274894561619;8,80877685546875;10,2610883712769;9,25899982452393;372,563323974609;69,070671081543;-2,6134557723999;0,228500008583069;4,80700016021729;1,01199996471405;0,128588676452637;0,127540081739426;0,00471586734056473;1442,48815917969;2,0018150806427;102,70922088623;-0,1984089629442
2024-01-30 08:51:03,500;0,0015179185429588;8,80596923828125;10,2613792419434;9,26060009002686;371,382507324219;69,2682418823242;-2,92708492279053;0,225500017404556;4,82800006866455;1,01254999637604;0,128879547119141;0,127828568220139;0,00476962607353926;1442,47668457031;2,19767141342163;102,376800537109;-0,198163076091305
2024-01-30 08:51:04,000;0,00121797306928784;8,80764770507813;10,2591686248779;9,26060009002686;371,382751464844;69,2978820800781;-2,3593966960907;0,250500023365021;4,76550006866455;1,01284992694855;0,126668930053711;0,125635981559753;0,00465044006705284;1442,48352050781;1,76332294940949;102,380920410156;-0,198388915991472
2024-01-30 08:51:04,500;0,000912112242076546;8,807373046875;10,2617311477661;9,26569938659668;370,513580322266;69,3543319702148;-2,70974206924438;0,282000005245209;4,80500030517578;1,01335000991821;0,129231452941895;0,128177613019943;0,00453989207744598;1442,48217773438;1,32052230834961;102,140609741211;-0,198444551047487
2024-01-30 08:51:05,000;0,00159093399997801;8,80453491210938;10,2575006484985;9,26569938659668;370,512908935547;69,2301330566406;-2,19584178924561;0,271500021219254;4,84000015258789;1,01324999332428;0,125000953674316;0,123981609940529;0,00479943584650755;1442,47082519531;2,30347609519958;102,133605957031;-0,19805500928635
2024-01-30 08:51:05,500;0,00100584444589913;8,79776000976563;10,2556533813477;9,25139999389648;370,928833007813;68,9253005981445;-2,47253370285034;0,267000019550323;4,85550022125244;1,01254999637604;0,123153686523438;0,122149407863617;0,0045666117221117;1442,44274902344;1,45661151409149;102,231391906738;-0,197762153496797
2024-01-30 08:51:06,000;0,000955521361902356;8,795166015625;10,2593231201172;9,25139999389648;370,928924560547;68,3904190063477;-1,96434807777405;0,29050001502037;4,73850011825562;1,01279997825623;0,126823425292969;0,125789225101471;0,00454760622233152;1442,43237304688;1,38383543491364;102,225028991699;-0,19757349502845
